Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,MOT,Main effect of Group: accuracy 1-5 dots,main,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Main effect of Group: accuracy 1-5 dots,main,accuracy,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,verbal cognition,WM,N-Back,Main effect of Group,main,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,831,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,WM,N-Back,Main effect of Group,main,accuracy,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,832,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,verbal cognition,WM,N-Back,Main effect of Group,main,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,WM,N-Back,Main effect of Group,main,accuracy,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,22.5952380952381,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,23.0714285714286,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,speed,Sent by Email,9,8,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,23.547619047619,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,accuracy,Sent by Email,6,7,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,24.0238095238095,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,speed,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,problem solving,problem solving,RAVEN (RAPM),main effect of group,main,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,problem solving,problem solving,RAVEN (RAPM),main effect of group,main,accuracy,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,UFOV,main effect of group,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,UFOV,main effect of group,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
92,921,92,,NA,NA,NA,Kowal et al. 2018,"Kowal, M., Toth, A.J., Exton, C., & Campbell, M.J.",new groups matching our criteria,NA,NA,1,published,2018,Participants were categorized into an ‘AVGPs’ group based on their experience with action video games (played first person shooter (FPS) or multiplayer online battle arena (MOBA) games at least 1 h per week).,Those in the ‘NVGPs’ group reported having no experience with the AVGs.,NA,Younger adults,Overt,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8921568627450981,0.5471698113207547,0.3449870514243434,NA,NA,NA,NA,NA,NA
102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search slopes,interaction,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA
102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA
103,1041,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP1,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search time,main,NA,CC2,28,31,0.8214285714285714,0.3225806451612903,0.4988479262672811,NA,NA,NA,NA,NA,NA
103,1041,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP1,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,CC2,28,31,0.8214285714285714,0.3225806451612903,0.4988479262672811,NA,NA,NA,NA,NA,NA
103,1043,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP2,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search time,main,NA,handball,25,25,0.44,0.88,-0.44,NA,NA,NA,NA,NA,NA
103,1043,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP2,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,LoL players,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,handball,25,25,0.44,0.88,-0.44,NA,NA,NA,NA,NA,NA
109,1091,109,full sample,NA,NA,NA,Wong& Chang 2018 - EXP1,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2017,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,perception,perception,Modified attentional-blink task (global),Main effect: Group  (T1 accuracies between AVGs and NVGs),main,accuracy,2018 paper,29,29,0.6206896551724138,0.3793103448275862,0.24137931034482762,NA,0.5092252397786133,0.07120095124851368,0.9865470852017937,0.5023746760147755,0.06929811660053614
109,1091,109,full sample,NA,NA,NA,Wong& Chang 2018 - EXP1,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2017,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (global),Main effect: Group : T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,29,29,0.6206896551724138,0.3793103448275862,0.24137931034482762,NA,1.1729126727642747,0.08082520808561236,0.9865470852017937,1.1571335785118404,0.0786651666300074
109,1091,109,full sample,NA,NA,NA,Wong& Chang 2018 - EXP1,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2017,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (global),Group x Lag: T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,29,29,0.6206896551724138,0.3793103448275862,0.24137931034482762,NA,NA,NA,NA,NA,NA
109,1091,109,full sample,NA,NA,NA,Wong& Chang 2018 - EXP1,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2018,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (global),Interaction: Congruency x Group (T1 accuracies between AVGs and NVGs),interaction,accuracy,2018 paper,29,29,0.6206896551724138,0.3793103448275862,0.24137931034482762,NA,NA,NA,NA,NA,NA
109,1091,109,full sample,NA,NA,NA,Wong& Chang 2018 - EXP1,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2019,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (global),Main effect: Group (group x congruency x lag (2 x 2 x 3): T2 detection (d' sensitivity): only trials where T1 was correctly identified (the attentional blink)),main,accuracy,2018 paper,29,29,0.6206896551724138,0.3793103448275862,0.24137931034482762,NA,NA,NA,NA,NA,NA
109,1092,109,full sample,NA,NA,NA,Wong & Chang 2018 - EXP2,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,perception,perception,Modified attentional-blink task (local),Main effect: Group: T1 identification,main,accuracy,2018 paper,28,27,0.6428571428571429,0.4444444444444444,0.19841269841269848,NA,0.25445761385479754,0.07333994708994708,0.985781990521327,0.2508397330890895,0.07126927676600864
109,1092,109,full sample,NA,NA,NA,Wong & Chang 2018 - EXP2,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Main effect: Group : T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,28,27,0.6428571428571429,0.4444444444444444,0.19841269841269848,NA,0.8285856822346334,0.07899272486772486,0.985781990521327,0.8168048431507285,0.0767624547669021
109,1092,109,full sample,NA,NA,NA,Wong & Chang 2018 - EXP2,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Group x Lag: T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,28,27,0.6428571428571429,0.4444444444444444,0.19841269841269848,NA,NA,NA,NA,NA,NA
109,1092,109,full sample,NA,NA,NA,Wong & Chang 2018 - EXP2,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2021,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Interaction: Congruency x Group: T1 identification,interaction,accuracy,2018 paper,28,27,0.6428571428571429,0.4444444444444444,0.19841269841269848,NA,NA,NA,NA,NA,NA
109,1092,109,full sample,NA,NA,NA,Wong & Chang 2018 - EXP2,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2022,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Main effect: Group (group x congruency x lag (2 x 2 x 3): T2 detection (d' sensitivity): only trials where T1 was correctly identified (the attentional blink)),main,accuracy,2018 paper,28,27,0.6428571428571429,0.4444444444444444,0.19841269841269848,NA,0.787761882213644,0.07839285714285714,0.985781990521327,0.7765614763053931,0.07617952362769415
