Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var,included
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : accuracy (all masking conditions included),NA,accuracy,only F with the 3 groups in the paper,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : accuracy (no-masking condition),NA,accuracy,"only p value of post-hoc comparisons using false disovery rate at 0.05 reported in the paper : ""adjusted-p = 0.12""",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Interaction : group x masking condition during main experiment : accuracy (percentage of performance reduced by the intervening masking),NA,accuracy,only mean % in the paper,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,"Main effect : group during main experiment : variable precision model (guessing rate, false discovery rate at 0.05)",NA,accuracy,"only p value in the paper : ""For the group, post-hoc comparisons using FDR at 0.05 revealed a significant difference between AVGPs and CONs (adjusted-p = 0.006)""",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : variable precision model (mode precision),NA,accuracy,"not in the paper, only F value with the 3 groups (AVGPs, NAVGPs, CONs) included in the ANOVA",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",NA,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : variable precision model (trial-to-trial precision variability),NA,accuracy,"not in the paper, only F value with the 3 groups (AVGPs, NAVGPs, CONs) included in the ANOVA",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,"Main effect : group during main experiment : RT (all masking conditions included, false discovery rate at 0.05, correct responses only)",NA,speed,"only p value of post-hoc comparisons using false disovery rate at 0.05 reported in the paper : ""adjusted-p = 0.135""",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,"Main effect : group during main experiment : RT (no-masking conditions, false discovery rate at 0.05, correct responses only)",NA,speed,"only p value of post-hoc comparisons using false disovery rate at 0.05 reported in the paper : ""adjusted-p = 0.151""",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : threshold (a),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (mask) (7 free parameters) : drift rate (v),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (no mask) (7 free parameters) : drift rate (v),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : starting point (z)=a/2,NA,speed,"Table 1 : fixed z=a/2, Sz=0",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : trial-by-trial variation in drift rate (η),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : non-decision time (Ter),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : trial-by-trial variation in starting point (Sz)=0,NA,speed,"Table 1 : fixed z=a/2, Sz=0",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : diffusion model (all masking conditions) (7 free parameters) : trial-by-trial variation in non-decision time (St),NA,speed,Table 1,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : threshold (a),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : drift rates (v),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : trial-by-trial variation in drift rate (η),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : non-decision time (Ter),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : trial-by-trial variation in non-decision time (St),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves (mask) : guessing parameter (Pg),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves (no mask) : guessing parameter (Pg),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves (guess) : threshold (a),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves (guess) : drift rates (v),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves (guess) : non-decision time (Ter),NA,speed,Table 2,12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : starting point (z)=a/2,NA,speed,"Table 2 : fixed z=a/2, Sz=0",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : trial-by-trial variation in starting point (Sz)=0,NA,speed,"Table 2 : fixed z=a/2, Sz=1",12,16,0.9166666666666666,0.375,0.5416666666666666,MeanSD + Ttest,NA,NA,NA,NA,NA,excluded
101,101,101,,NA,NA,NA,Schenk et al. 2020,"Schenk, S., Bellebaum, C., Lech, R, K. Heinen, R. & Suchan, B.",gender ratio (3 males),NA,NA,1,NA,2020,Participants with high action video game experience formed the group of the action video gamers. They were assigned to this group by fulfilling the criterion of playing a first-person shooter game for more than 20 h per week using a self-designed questionnaire (Supplementary Datasheet 1).,The group of nongamers consisted of subjects without any game experience playing not video games at all. All,FPS,younger adults,Overt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8235294117647058,0.1875,0.6360294117647058,NA,NA,NA,NA,NA,NA,excluded
102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search slopes,interaction,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA,excluded
102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA,excluded
103,1041,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP1,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search time,main,NA,CC2,28,31,0.8214285714285714,0.3225806451612903,0.4988479262672811,NA,NA,NA,NA,NA,NA,excluded
