Included,MaleRatioDiff>20,Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
included,0,43,43,43,,2,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - crowding,Main effect Group: Group x eccentricity: log10 distance threshold,main,accuracy,Paper,10,10,1,1,0,Ftest,2.116601049,0.312,0.957746479,2.027167202,0.286190835
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - acuity (T-alone discrimination accuracy 0°),Main effect Group: Group x eccentricity: T-alone discrimination accuracy,main,accuracy,Paper,10,10,1,1,0,NA,1.056528207,0.227906296,0.957746479,1.01188617,0.209053504
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - acuity (T-alone discrimination accuracy 10°),Main effect Group: Group x eccentricity: T-alone discrimination accuracy,main,accuracy,Paper,10,10,1,1,0,NA,1.844370646,0.285042577,0.957746479,1.766439492,0.261463376
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - acuity (T-alone discrimination accuracy 25°),Main effect Group: Group x eccentricity: T-alone discrimination accuracy,main,accuracy,Paper,10,10,1,1,0,NA,1.0463055,0.22736888,0.957746479,1.002095408,0.208560544
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - crowding 0°,Main effect Group: Group x eccentricity: log10 distance threshold,main,accuracy,Paper,10,10,1,1,0,NA,1.178225063,0.234705357,0.957746479,1.128440905,0.215290135
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - crowding 10°,Main effect Group: Group x eccentricity: log10 distance threshold,main,accuracy,Paper,10,10,1,1,0,NA,1.120662266,0.231397098,0.957746479,1.073310339,0.212255541
included,0,43,43,43,,NA,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - crowding 25°,Main effect Group: Group x eccentricity: log10 distance threshold,main,accuracy,Paper,10,10,1,1,0,NA,1.225198638,0.237527793,0.957746479,1.173429682,0.217879094
included,0,44,441,44,,NA,accuracy,1,Green et al 2012-EXP1,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",?,Missing,1,NA,published,2012,"5h or more/week, for 6 months; action games","little or no action for 6 months, minimal usage of sports or fighting games for 6 months (all participants report no action game play and little to no video game experience of any type)",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (perceptual) - predictable sequence,Interaction: Group x trial type: accuracy,interaction,accuracy,?,8,10,1,1,0,NA,0.070356236,0.2251375,0.952380952,0.067005939,0.204206349
included,0,44,441,44,,1,NA,1,Green et al 2012-EXP1,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",NA,NA,1,NA,published,2012,"5h or more/week, for 6 months; action games","little or no action for 6 months, minimal usage of sports or fighting games for 6 months (all participants report no action game play and little to no video game experience of any type)",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (perceptual) - predictable sequence,Interaction: Group x trial type: median RT,interaction,speed,Paper,8,10,1,1,0,Ftest,2.036357041,0.3401875,0.952380952,1.939387658,0.308560091
included,0,44,442,44,,NA,accuracy,2,Green et al 2012-EXP2,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",?,partly missing,1,NA,published,2012,"5h or more/week, for at least 12 months (except for one subject who reported 3 to 5 h in the past 9 months, but extensive play (>=10h/week) reported over the previous 3 years); action games","minimal to no action games for past year, little use of sports/fighting games, minimal action games prior to the previous 1 year",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (cognitive) - predictable sequenc,Interaction: Group x trial type: accuracy,interaction,accuracy,?,12,12,1,1,0,NA,NA,NA,0.965517241,NA,NA
included,0,44,442,44,,2,NA,2,Green et al 2012-EXP2,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",NA,NA,1,NA,published,2012,"5h or more/week, for at least 12 months (except for one subject who reported 3 to 5 h in the past 9 months, but extensive play (>=10h/week) reported over the previous 3 years); action games","minimal to no action games for past year, little use of sports/fighting games, minimal action games prior to the previous 1 year",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (cognitive) - predictable sequence,Interaction: Group x trial type: median RT,interaction,speed,Paper,12,12,1,1,0,MeanSD + Ftest,1.346943358,0.204463675,0.965517241,1.300497036,0.190605852
included,0,44,443,44,,NA,accuracy,3,Green et al 2012-EXP3,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",?,missing,1,NA,published,2012,"5h or more/week, for at least 12 months (except for 3 subjects who reported 3 to 5 h in the past 12 months, but were included due to extensive habitual play (>=10h/week) reported for the previous few years); action games","No action games past year, minimal experience with action games in previous years",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (cognitive vs motor) - unpredictable,Interaction: Group x trial type: accuracy,interaction,accuracy,?,12,14,1,1,0,NA,NA,NA,0.968421053,NA,NA
included,0,44,443,44,,3,NA,3,Green et al 2012-EXP3,"Green, C. S., Sugarman, M. A., Medford, K., Klobusicky, E., & Bavelier, D.",NA,NA,1,NA,published,2012,"5h or more/week, for at least 12 months (except for 3 subjects who reported 3 to 5 h in the past 12 months, but were included due to extensive habitual play (>=10h/week) reported for the previous few years); action games","No action games past year, minimal experience with action games in previous years",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching (cognitive vs motor) - unpredictable,Interaction: Group x trial type: median RT,interaction,speed,Paper,12,14,1,1,0,Ftest,1.11886954,0.17883631,0.968421053,1.083536818,0.167719726
included,0,45,44,44,Same participants as in Exp 1,NA,NA,2,"Green, Pouget & Bavelier 2010-EXP2","Green, C. S., Pouget, A., & Bavelier, D.",no data,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Auditory Tone Location discrimination,Main effect : accuray,main,accuracy,Missing,11,12,1,1,0,NA,NA,NA,0.963855422,NA,NA
included,0,45,44,44,Same participants as in Exp 1,NA,NA,2,"Green, Pouget & Bavelier 2010-EXP2","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Auditory Tone Location discrimination,Main effect : RT,main,speed,NA,11,12,1,1,0,NA,1.894569592,0.252272727,0.963855422,1.826091173,0.234365721
included,0,45,44,44,Same participants as in Exp 1,2,NA,NA,"Green, Pouget & Bavelier 2010-EXP2","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Auditory Tone Location discrimination,Main effect : Model fitting : DDM Model Parameters: Integration rate,interaction,speed,NA,11,12,1,1,0,Ttest,1.586209509,0.228939394,0.963855422,1.528876635,0.212688652
included,0,45,44,44,Same participants as in Exp 1 and Exp 2,3,NA,NA,"Green, Pouget & Bavelier 2010-EXP4","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Visual Motion Direction discrimination - critical duration,Main effect : Model fitting : Model Parameters: beta/rate at which accuracy grows as a function of time,interaction,speed,NA,11,12,1,1,0,MeanSD + Ftest,0.883737368,0.191220505,0.963855422,0.851795053,0.177647153
included,0,45,44,44,Same participants as in Exp 1 and Exp 2,4,NA,NA,"Green, Pouget & Bavelier 2010-EXP4","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Auditory Tone Location discrimination - critical duration,Main effect : Model fitting : Model Parameters: beta/rate at which accuracy grows as a function of time,interaction,speed,NA,11,12,1,1,0,MeanSD + Ftest,0.888537715,0.191405452,0.963855422,0.856421894,0.177818971
included,0,45,44,44,,NA,NA,1,"Green, Pouget & Bavelier 2010-EXP1","Green, C. S., Pouget, A., & Bavelier, D.",no data,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Visual Motion Direction discrimination,Main effect : accuracy,main,accuracy,Missing,11,12,1,1,0,NA,NA,NA,0.963855422,NA,NA
included,0,45,44,44,,NA,NA,1,"Green, Pouget & Bavelier 2010-EXP1","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Visual Motion Direction discrimination,Main effect : RT,main,speed,NA,11,12,1,1,0,NA,1.814712599,0.245833333,0.963855422,1.749120578,0.228383413
included,0,45,44,44,,1,NA,NA,"Green, Pouget & Bavelier 2010-EXP1","Green, C. S., Pouget, A., & Bavelier, D.",NA,NA,1,NA,published,2010,5h or more/week of action video game usage for the previous one year,NA,NA,Younger adults,Overt,Bavelier,perception,perception,Visual Motion Direction discrimination,Main effect : DDM Model Parameters: Integration rate,interaction,speed,NA,11,12,1,1,0,Ttest,1.085301243,0.199848485,0.963855422,1.046073487,0.185662695
included,0,46,46,46,,NA,NA,1,"Heimler, Pavani, Donk & van Zoest 2014 -","Heimler, B., Pavani, F., Donk, M., & van Zoest, W.",NA,NA,1,NA,published,2014,"more than 5h/week, for past 12 months; action games","very little, if at all, on any video game in the last year",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Oculomotor visual search,Interaction : Group x Quintile : saccade latency,interaction,speed,NA,15,16,1,1,0,NA,NA,0.129166667,0.973913043,0,0.122515438
included,0,46,46,46,,NA,NA,1,"Heimler, Pavani, Donk & van Zoest 2014 -","Heimler, B., Pavani, F., Donk, M., & van Zoest, W.",NA,NA,1,NA,published,2014,"more than 5h/week, for past 12 months; action games","very little, if at all, on any video game in the last year",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Oculomotor visual search,Interaction : Group x Quintile : saccade accuracy (mean proportion of correct saccades),interaction,accuracy,NA,15,16,1,1,0,NA,NA,0.129166667,0.973913043,0,0.122515438
included,0,46,46,46,,NA,NA,2,"Heimler, Pavani, Donk & van Zoest 2014 -","Heimler, B., Pavani, F., Donk, M., & van Zoest, W.",NA,NA,1,NA,published,2014,"more than 5h/week, for past 12 months; action games","very little, if at all, on any video game in the last year",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Oculomotor visual search,Main effect Group,main,speed,Table 1,15,16,1,1,0,NA,0.385298775,0.131561105,0.973913043,0.375247502,0.124786578
included,0,46,46,46,,1,NA,2,"Heimler, Pavani, Donk & van Zoest 2014 -","Heimler, B., Pavani, F., Donk, M., & van Zoest, W.",NA,NA,1,NA,published,2014,"more than 5h/week, for past 12 months; action games","very little, if at all, on any video game in the last year",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Oculomotor visual search,Main effect Group,main,accuracy,Table 1,15,16,1,1,0,MeanSD,-0.583417164,0.134656595,0.973913043,-0.568197585,0.127722672
included,0,47,47,47,,1,NA,NA,Holder et al. VSS POSTER 2015-EXP1,"Holder, L., Erol, M., Mack, A., Bert, J., & Clarke, J.",NA,NA,1,NA,unpublished,2015,"1h or more/day, 4 days or more/week, for past 6 months or more; action games",little to no gaming experience,NA,Younger adults,Overt,Other,bottom-up attention,bottom-up attention,Inattentional Blindness,Main effect : inattention condition : % inattentional blindness,main,accuracy,NA,15,15,1,1,0,Chi-square,-0.424287057,0.136333658,0.972972973,-0.412819839,0.129063858
included,0,47,47,47,,2,NA,2,Holder et al. VSS POSTER 2015-EXP1,"Holder, L., Erol, M., Mack, A., Bert, J., & Clarke, J.",NA,NA,1,NA,unpublished,2015,"1h or more/day, 4 days or more/week, for past 6 months or more; action games",little to no gaming experience,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Change detection,Main effect : number of detected changes,main,accuracy,NA,15,15,1,1,0,MeanSD,0.921293463,0.147479694,0.972972973,0.89639364,0.139615547
included,0,47,47,47,,NA,NA,2,Holder et al. VSS POSTER 2015-EXP1,"Holder, L., Erol, M., Mack, A., Bert, J., & Clarke, J.",NA,NA,1,NA,unpublished,2015,"1h or more/day, 4 days or more/week, for past 6 months or more; action games",little to no gaming experience,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Change detection,Main effect : RT,main,speed,NA,15,15,1,1,0,MeanSD,0.505608879,0.137594006,0.972972973,0.491943774,0.130256999
included,0,48,481,48,same participants,NA,accuracy,0?,"Hubert-Wallander, Green, Sugarman & Bavelier 2011-EXP1A AND EXP1B","Hubert-Wallander, B., Green, C. S., Sugarman, M., & Bavelier, D.",no data,"Contact authors to have F value for accuracy 1A AND 1B, as F value for speed",1,NA,published,2011,"5h or more/week, over 12 months; action games",1h or less/week on average over 12 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Visual Search (EXP 1A AND 1B: self paced AND critical duration),Main effect : accuracy,main,accuracy,Missing,10,10,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,48,481,48,same participants,NA,NA,0?,"Hubert-Wallander, Green, Sugarman & Bavelier 2011-EXP1A AND EXP1B","Hubert-Wallander, B., Green, C. S., Sugarman, M., & Bavelier, D.",NA,NA,1,NA,published,2011,"5h or more/week, over 12 months; action games",1h or less/week on average over 12 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Visual Search (EXP 1A AND 1B: self paced AND critical duration),Main effect : search rates (ms/items),main,speed,F paper / means&SDs anova.pdf,10,10,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,48,481,48,same participants,NA,NA,1?,"Hubert-Wallander, Green, Sugarman & Bavelier 2011-EXP1A","Hubert-Wallander, B., Green, C. S., Sugarman, M., & Bavelier, D.",no data,NA,1,NA,published,2011,"5h or more/week, over 12 months; action games",1h or less/week on average over 12 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Visual Search (EXP1A: self paced),Main effect : accuracy,main,accuracy,Missing,10,10,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,48,481,48,same participants,1,NA,1?,"Hubert-Wallander, Green, Sugarman & Bavelier 2011-EXP1A","Hubert-Wallander, B., Green, C. S., Sugarman, M., & Bavelier, D.",NA,NA,1,NA,published,2011,"5h or more/week, over 12 months; action games",1h or less/week on average over 12 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Visual search (EXP1A: self paced),Main effect : search rates (ms/items),main,speed,TABLE1,10,10,1,1,0,MeanSD,0.842555391,0.21774749,0.957746479,0.806954459,0.199735051
